EventId,EventTemplate,Occurrences
4e66bf15,[20:55:46.310] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
f1d9965e,FA||Url||taskID[2019353376] dealloc,1
c3e607ef,[21:03:03.265] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
fd067262,[21:07:43.005] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
03e7fb78,KeychainGetICDPStatus: status: off,8
90540e49,[21:27:07.761] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
ffe4db79,[21:41:47.568] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
68ffbc53,FA||Url||taskID[2019353410] dealloc,1
78e67901,[23:24:32.378] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
f80dfcd5,ARPT:  AirPort_Brcm43xx::powerChange: System Sleep,17
0c5cfc30,tcp_connection_tls_session_error_callback_imp 2210 tcp_connection_tls_session_handle_read_error.790 error 60,1
b4e3854f,Checking iCDP status for DSID 874161398 (checkWithServer=0),1
9857f8cf,network changed: v4(en0-:<*>) v6(en0-:2607:f140:6000:8:c6b3:1ff:fecd:467f) DNS- Proxy-,1
a58126b5,network changed: DNS*,1
5f2dfc3c,en0: Supported channels 1 2 3 4 5 6 7 8 9 10 11 12 13 36 40 44 48 52 56 60 64 100 104 108 112 116 120 124 128 132 136 140 144 149 153 157 161 165,2
68e10d06,FA||Url||taskID[2019353444] dealloc,1
ccfdbb17,"2017-07-04 09:42:57.924 GoogleSoftwareUpdateAgent[34603/0x700000323000] [lvl=2] +[KSCodeSigningVerification verifyBundle:applicationId:error:] KSCodeSigningVerification verifying code signing for '/Users/xpc/Library/Google/GoogleSoftwareUpdate/GoogleSoftwareUpdate.bundle/Contents/MacOS/GoogleSoftwareUpdateDaemon' with the requirement 'anchor apple generic and certificate 1[<*>] exists and certificate leaf[<*>] exists and certificate leaf[subject.OU]=""EQHXZ8M8AV"" and (identifier=""<*>"")'",1
3bee2528,2017-07-04 09:42:58.121 ksfetch[34604/0x7fff79824000] [lvl=2] main() ksfetch done fetching.,1
6e33db40,network changed: v4(en0!:<*>) DNS+ Proxy+ SMB,1
b6140185,-[SOAPParser:0x7f82b1f24e50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
d7c51008,[10:13:05.044] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
203e097c,[11:10:58.940] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
69fff198,<*>(34830) deny network-outbound /private/var/run/mDNSResponder,1
89b5dfc8,[12:08:23.866] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
e8f02b65,[12:13:40.079] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
a94ff066,[12:19:03.575] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
04229431,extension <*> -> (null),1
6ee32dc4,[12:25:26.551] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
bf412d54,-[SOAPParser:0x7fc7025b2810 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
282229f9,[13:43:06.901] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
a900353d,"[Accounts] Current connection, <NSXPCConnection:  connection from pid  doesn't have account access.",2
4175db4f,"[Accounts] Failed to update account with identifier 76FE6715-3D27-4F21-AA35-C88C1EA820E8, error: Error Domain=ABAddressBookErrorDomain Code=1002 ""(null)""",2
742c3753,[14:19:40.459] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
1f0e2779,[14:33:25.556] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
25856b66,Session 101921 created,1
5c754d85,[14:36:08.077] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
cb7776db,[14:39:45.538] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
520a2f3b,[14:43:39.854] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
db7d4438,"2017-07-04 15:03:53.270 GoogleSoftwareUpdateAgent[35018/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>/service/update2?cup2hreq=a70d6372a4e45a6cbba61cd7f057c79bf73c79db1b1951dc17c605e870f0419b&cup2key=7:934679018""",1
afed89a1,[15:47:25.614] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
3e010580,kern_open_file_for_direct_io took 6 ms,1
287dbffa,17:13:03.545 : Starting AirDrop server for user 501 on wake,1
6780d4d5,17:26:44.228 : Scanning mode Contacts Only,1
4052ac48,18:35:05.187 : Scanning mode Contacts Only,1
7b281a0f,CGXDisplayDidWakeNotification  posting kCGSDisplayDidWake,3
bc427ed5,Peripheral manager is not powered on,3
8a0b9baf,20:54:03.455 : BTLE scanner Powered On,1
46cac43c,21:07:16.729 : Scanning mode Contacts Only,1
a254a5ad,22:29:26.099 : BTLE scanner Powered On,1
b53a67d3,FA||Url||taskID[2019353517] dealloc,1
00d418bd,Cocoa scripting error for  four character codes must be four characters long.,71
143ea734,.sdef warning for argument '' of command 'can continue previous list' in suite 'Microsoft Word Suite': '4023' is not a valid type name.,1
02e24f8e,FA||Url||taskID[2019353519] dealloc,1
96320db9,objc[35391]: Class TSUAtomicLRUCache is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1
c62afa6d,Invalidating watch set.,1
76dbe0b9,objc[35448]: Class TSUCustomFormatData is implemented in both /Library/QuickLook/iWork.qlgenerator/Contents/MacOS/iWork and /System/Library/PrivateFrameworks/OfficeImport.framework/Versions/A/OfficeImport. One of the two will be used. Which one is undefined.,1
8223147d,00:03:06.178 : Started generating hashes,1
96145721,00:03:36.715 : BTLE scanning started,1
817b55e0,button report: 0X80076ED,1
ffdd8495,-_continuousScroll is deprecated for NSScrollWheel. Please use -hasPreciseScrollingDeltas.,1
d66067d3,-deviceDeltaY is deprecated for NSScrollWheel. Please use -scrollingDeltaY.,1
85dba41c,[00:28:42.167] (Fig) signalled err=-12871,1
d5f773e2,[00:29:04.085] <<<< CRABS >>>> crabsWaitForLoad: [0x7fbc7ac683a0] Wait time out - -1001 (msRequestTimeout -1),1
3c3ed8c6,Failed to stop a scan - central is not powered on: 4,1
3fdfc8d4,<*>(35762) deny network-outbound /private/var/run/mDNSResponder,1
ea31e72d,Wake reason: EC.SleepTimer (SleepTimer),1
7f7edb9d,**** [BroadcomBluetoothHostControllerUSBTransport][start] -- Completed (matched on Device) --  ****,3
c0150b97,"hibernate_newruntime_map time: 0 ms, IOPolledFilePollersOpen(), ml_get_interrupts_enabled 0",2
e1cd694a,vm_compressor_fastwake_warmup (581519 - 591525) - starting,1
f53b9ad4,"<IMMacNotificationCenterManager: 0x7ff1b2e00ba0>: Updating enabled: YES (Topics: ( ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"", ""<*>"" ))",1
4809c30f,"2017-07-05 10:52:15.982 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSOutOfProcessFetcher(PrivateMethods) helperDidTerminate:] KSOutOfProcessFetcher fetch ended for URL: ""https://<*>/service/update2?cup2hreq=d297a7e5b56d6bd4faa75860fff6e485c301bf4e943a561afff6c8b3707ce948&cup2key=7:2988503627""",1
fcb6fa9e,2017-07-05 10:52:16.779 ksfetch[35863/0x7fff79824000] [lvl=2] main() Fetcher received a request: <NSMutableURLRequest: 0x100501610> { URL: https://<*>/service/update2?cup2hreq=a7873a51b1cb55518e420d20dff47d463781ed3f7aa83c3153129eefb148070b&cup2key=7:2501762722 },1
55ac8e48,2017-07-05 10:52:16.977 GoogleSoftwareUpdateAgent[35861/0x700000323000] [lvl=2] -[KSPrefetchAction performAction] KSPrefetchAction no updates to prefetch.,1
1e65102b,2017/07/05 10:57:01.130 | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = 1742124257.,1
702a5560,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: notification observer: <*> notification: __CFNotification 0x7fdcc9d19110 {name = _NSDoNotDisturbEnabledNotification},1
3a2bae78,CCProfileMonitor::freeResources done,1
bf4f48df,<IMMacNotificationCenterManager:  NC Disabled: NO,5
bb813fac,Daemon connection invalidated!,1
0c7540ea,IOHibernatePollerOpen(0),2
6ab590ea,"hibernate_machine_init: state 2, image pages 446175, sum was d4e6c0b2, imageSize 0x2aea6000, image1Size 0x215a4000, conflictCount 5848, nextFree 5887",1
88488c65,hibernate_rebuild completed - took 10042450943433 msecs,1
c8f838cf,AppleActuatorDevice::stop Entered,1
a09b699b,AppleActuatorDevice::start Entered,1
4cead92a,"bitmap_size 0x7f0fc, previewSize 0x4028, writing  pages @ 0x97144",2
41b56fa7,en0: manual intervention required!,1
ca90f2ce,"DB Error: 1 ""no such table: ",3
93cd9c7b,"2017-07-05 16:18:06.450 GoogleSoftwareUpdateAgent[36128/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher fetching from URL: ""https://<*>/service/update2?cup2hreq=ac844e04cbb398fcef4cf81b4ffc44a3ebc863e89d19c0b5d39d02d78d26675b&cup2key=7:677488741""",1
fb4e927b,<IMMacNotificationCenterManager: 0x7fdcc9d16380>: Updating enabled: NO (Topics: ( )),1
dd781e2e,<*>(36227) deny network-outbound /private/var/run/mDNSResponder,1
e7b2e641,[17:22:36.133] <<<< CRABS >>>> crabsFlumeHostAvailable: [0x7f961cf08cf0] Byte flume reports host available again.,1
5dfd6124,"setting hostname to ""<*>""",2
508ed61b,"arp_client_transmit(en0) failed, Network is down (50)",1
b0d60769,-[NETClientConnection evaluateCrazyIvan46] CI46 - Perform CrazyIvan46!   <*>:80,5
fa8c22c2,[0705/190016:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
be1804cf,could discard act  inact  purgeable  spec  cleaned 0,2
ae9e9938,"booter start at 1251 ms smc 0 ms, [18, 0, 0] total 367 ms, dsply 0, 0 ms, tramp 1080 ms",1
6b8843fd,"hostControllerOnline - Number of Paired devices = 1, List of Paired devices = ( ""84-41-67-32-db-e1"" )",1
afe96ee3,<*>(36332) deny network-outbound /private/var/run/mDNSResponder,1
9ee0ff58,**** [BroadcomBluetoothHostController][SetupController] -- Delay HCI Reset by 300ms ****,1
a4cef210,FA||Url||taskID[2019353593] dealloc,1
88f0d37a,AppleActuatorHIDEventDriver: stop,2
34ffe056,**** [IOBluetoothHostControllerUSBTransport][start] -- completed -- result = TRUE --  ****,2
6b2c6eb1,AppleActuatorDeviceUserClient::start Entered,1
79f7a715,2017-07-06 00:30:37.064 ksfetch[36439/0x7fff79824000] [lvl=2] main() Fetcher is exiting.,1
65792861,"2017-07-06 00:30:37.071 GoogleSoftwareUpdateAgent[36436/0x7000002a0000] [lvl=2] -[KSUpdateEngine updateAllExceptProduct:] KSUpdateEngine updating all installed products, except:'<*>'.",1
cbcda246,[0706/011106:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
b22970aa,[01:11:06.715] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
3741bf48,"Google Chrome He[36456] triggered unnest of range 0x7fff93c00000->0x7fff93e00000 of DYLD shared region in VM map 0x77c9114550458e7b. While not abnormal for debuggers, this increases system memory footprint until the target exits.",1
4148ac59,<*>(36461) deny network-outbound /private/var/run/mDNSResponder,2
4da0cef7,<*>(36491) deny network-outbound /private/var/run/mDNSResponder,1
08d2b88d,hibernate_page_list_setall(preflight 1) start,1
a36108b5,hibernate_page_list_setall time: 603 ms,1
cf488542,IOPolledFilePollersOpen(0) 6 ms,1
8abe4c85,hibernate_teardown completed - discarded 93932,1
7d8b4e8f,AppleActuatorDeviceUserClient::stop Entered,1
2a360b40,[IOBluetoothHostController::setConfigState] calling registerService,1
05a51bf8,"[CardDAVPlugin-ERROR] -getPrincipalInfo:[_controller supportsRequestCompressionAtURL:https://13957525385%40163.com@<*>/874161398/principal/] Error Domain=NSURLErrorDomain Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSUnderlyingError=0x7f8de0c0dc70 {Error Domain=kCFErrorDomainCFNetwork Code=-1009 ""The Internet connection appears to be offline."" UserInfo={NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorCodeKey=8, _kCFStreamErrorDomainKey=12, NSLocalizedDescription=The Internet connection appears to be offline.}}, NSErrorFailingURLStringKey=https://13957525385%40163.com@<*>/874161398/principal/, NSErrorFailingURLKey=https://13957525385%40163.com@<*>/874161398/principal/, _kCFStreamErrorDomainKey=12, _kCFStreamErrorCodeKey=8, NSLocalizedDescription=The Internet connection appears to be offline.}",1
e9e2c118,Unable to start NetBIOS name service:,2
34343580,Got an XPC error: Connection invalid,1
3f5c08a9,-[SFLListManager(ServiceReplyProtocol) notifyChanges:toListWithIdentifier:] Notified of item changes to list with identifier <*>,1
c46750e5,FA||Url||taskID[2019353614] dealloc,1
203151e7,2017-07-06 09:24:14.417 ksfetch[36728/0x7fff79824000] [lvl=2] main() ksfetch fetching URL (<NSMutableURLRequest: 0x100602220> { URL: https://<*>/service/update2?cup2hreq=f5e83ec64ff3fc5533a3c206134a6517e274f9e1cb53df857e15049b6e4c9f8e&cup2key=7:1721929288 }) to folder:/tmp/KSOutOfProcessFetcher.aPWod5QMh1/download,1
e3394c1d,2017-07-06 09:24:14.733 GoogleSoftwareUpdateAgent[36726/0x7000002a0000] [lvl=2] -[KSMultiUpdateAction performAction] KSPromptAction had no updates to apply.,1
32bedca2,no sleep images for WillPowerOffWithImages,1
714dac36,ChromeExistion main isUndetectWithCommand = 1,2
9e27300d,after trim url = https://<*>/_/chrome/newtab?rlz=1C5CHFA_enHK732HK732&espv=2&ie=UTF-8,1
affe7b72,"ChromeExistion main strSendMsg = {""websitekey"":false,""commandkey"":true,""browserkey"":true}",1
15dbd716,url host = <*>,1
fa831fd0,the url = http://<*>/item/%E8%93%9D%E9%87%87%E5%92%8C/462624?fr=aladdin,1
0bb41635,11:07:29.673 : Purged contact hashes,1
e9980b39,<*>(36919) deny network-outbound /private/var/run/mDNSResponder,1
08418ac4,[<*>] [Adding [<CalDAVAccountRefreshQueueableOperation:  Sequence: 0>] to failed operations.],3
f37fcfe6,ARPT: 739157.867474: wlc_dump_aggfifo:,1
bf9b259a,[0706/120312:WARNING:dns_config_service_posix.cc(306)] Failed to read DnsConfig.,1
17324c0a,ARPT: 739253.582611: wlc_dump_aggfifo:,1
27c13ebd,hibernate_rebuild started,1
fa8ef651,14:16:06.179 : Scanning mode Contacts Only,1
59ab7102,"Service ""<*>"" tried to hijack endpoint ""<*>"" from owner: <*>",3
51c81ed1,2017-07-06 14:57:16.261 ksfetch[37061/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1999 bytes from stdin.,1
1471b456,2017-07-06   [lvl=2]   KSOutOfProcessFetcher    URL: ,2
796c321d,2017-07-06 14:57:16.667 GoogleSoftwareUpdateAgent[37059/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,1
2dba6b4c,17:23:43.193 : Scanning mode Contacts Only,1
f6767177,FA||Url||taskID[2019353659] dealloc,1
bb5a3427,Sandbox: <*>(9854) deny(1) file-read-data /private/etc/hosts,1
bce0bae6,FA||Url||taskID[2019353666] dealloc,1
73b6bd1a,2017-07-06 06:22:57.163367 PM [AirPlayUIAgent] BecomingInactive: NSWorkspaceWillSleepNotification,1
6fd36952,2017/07/06 18:22:57.953 | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = 1742124257.,1
184156e3,full wake  (reason   ms,2
2e4b7027,18:37:30.916 : BTLE scanner Powered Off,1
0139a0c0,kern_open_file_for_direct_io(0),1
32fa6e26,19:17:46.405 : BTLE scanner Powered Off,1
824640a4,20:03:05.179 : BTLE scanner Powered Off,1
ff6b2e99,FA||Url||taskID[2019353677] dealloc,1
0aeb9117,"Page bounds {{0, 0}, {400, 400}}",2
adbda082,Failed to connect  outlet from  to  missing setter or instance variable,2
19b680b4,[<*>] [Account xpc_ben@163.com@https://<*>/caldav/principals/users/xpc_ben%40163.com/ timed out when executing operation: <CalDAVAccountRefreshQueueableOperation: 0x7fa11f9f2290; Sequence: 0>],1
8c397ce3,"[<*>] [Account refresh failed with error: Error Domain=CoreDAVHTTPStatusErrorDomain Code=502 ""(null)"" UserInfo={AccountName=163, CalDAVErrFromRefresh=YES, CoreDAVHTTPHeaders=<CFBasicHash 0x7fa11fe7a810 [0x7fff7abc1440]>{type = immutable dict, count = 5, entries => 0 : Connection = <CFString 0x7fff7ab1aea0 [0x7fff7abc1440]>{contents = ""keep-alive""} 3 : Content-Type = text/html 4 : Content-Length = 166 5 : Server = nginx 6 : Date = <CFString 0x7fa11ac2ab80 [0x7fff7abc1440]>{contents = ""Fri, 07 Jul 2017 05:32:43 GMT""} } }]",1
cc1bf39c,Sandbox: SpotlightNetHelp(352) deny(1) ipc-posix-shm-read-data CFPBS:186A7:,1
0945e4f6,FA||Url||taskID[2019353724] dealloc,1
026949cb,"no application identifier provided, can't use provisioning profiles [pid=37563]",1
252d62ec,tcp_connection_destination_handle_tls_close_notify 111 closing socket due to TLS CLOSE_NOTIFY alert,1
482adc6d,CFNetwork SSLHandshake failed (-9802),1
c1251845,"Unable to simultaneously satisfy constraints: (     (Names:   )>"",  'NSView-Encapsulated-Layout-Width' H:[PageItemCell(73)] (Names:  )>"",     (Names:   )>"",   ) Will attempt to recover by breaking constraint   Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",2
14c01dda,"Configuration Notice: ASL Module ""<*>"" sharing output destination ""/var/log/Accounts"" with ASL Module ""<*>"". Output parameters from ASL Module ""<*>"" override any specified in ASL Module ""<*>"".",1
9feb6985,(DiskStore.Normal:2382) 20cb04f 1.000086,1
ae806f4e,<*>(37617) deny network-outbound /private/var/run/mDNSResponder,1
1dc68fb7,"2017-07-07 01:47:40.090 GoogleSoftwareUpdateAgent[37644/0x7000002a0000] [lvl=2] -[KSOutOfProcessFetcher beginFetchWithDelegate:] KSOutOfProcessFetcher start fetch from URL: ""https://<*>/service/update2?cup2hreq=c30943ccd5e0a03e93b6be3e2b7e2127989f08f1bde99263ffee091de8b8bc39&cup2key=7:1039900771""",1
435a7fa3,<*>(37682) deny network-outbound /private/var/run/mDNSResponder,1
be1c3a73,<*>(37725) deny network-outbound /private/var/run/mDNSResponder,1
98de1bcd,<*>(37745) deny network-outbound /private/var/run/mDNSResponder,1
4504a5e1,"CCDataTap::profileRemoved, Owner: <*>, Name: ",2
740951a7,Unrecognized XSSimpleTypeDefinition: OneOff,2
8ba10aa8,DB Path: /Users/xpc/Library/Containers/<*>/Data/Documents/contents/916639562/QQ.db,1
775cc955,Could not get event name for stream/token: <*>/4505: 132: Request for stale data,1
0ff0a7a9,2017-07-07 10:54:41.296 ksfetch[37925/0x7fff79824000] [lvl=2] KSHelperReceiveAllData() KSHelperTool read 1926 bytes from stdin.,1
7a72960e,2017-07-07 10:54:41.875 GoogleSoftwareUpdateAgent[37924/0x7000002a0000] [lvl=2] -[KSUpdateCheckAction performAction] KSUpdateCheckAction starting update check for ticket(s): {( <KSTicket:0x100365950 productID=<*> version=<*> xc=<KSPathExistenceChecker:0x10036e950 path=/Applications/Google Chrome.app> serverType=Omaha url=https://<*>/service/update2 creationDate=2017-02-18 15:41:18 tagPath=/Applications/Google Chrome.app/Contents/Info.plist tagKey=KSChannelID brandPath=/Users/xpc/Library/Google/Google Chrome Brand.plist brandKey=KSBrandID versionPath=/Applications/Google Chrome.app/Contents/Info.plist versionKey=KSVersion cohort=1:1y5: cohortName=Stable ticketVersion=1 > )} Using server: <KSOmahaServer:0x100243f20 engine=<KSUpdateEngine:0x1007161b0> >,1
3139327a,[11:48:06.869] FigAgglomeratorSetObjectForKey signalled err=-16020 (kFigStringConformerError_ParamErr) (NULL key) at /Library/Caches/<*>/Sources/CoreMedia/<*>/Prototypes/LegibleOutput/FigAgglomerator.c line 92,1
8a9e5782,Session 101800 destroyed,1
895d5e8b,-[SOAPParser:0x7f84bad89660 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
b88ef91d,<*>(38132) deny network-outbound /private/var/run/mDNSResponder,1
8bfc750b,ARPT: 770802.879782: wlc_dump_aggfifo:,1
e698451b,<*>(38179) deny network-outbound /private/var/run/mDNSResponder,1
02cc6b54,[14:07:21.190] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
a65021da,<*>(38210) deny network-outbound /private/var/run/mDNSResponder,2
19a5cb11,Session 102106 destroyed,1
adac9147,[16:57:09.235] <<<< Boss >>>> figPlaybackBossPrerollCompleted: unexpected preroll-complete notification,1
064d4f09,"nw_path_evaluator_start_helper_connection net_helper_path_evaluation_start failed, dumping backtrace: [x86_64] <*> 0 libsystem_network.dylib 0x00007fff92fabde9 __nw_create_backtrace_string + 123 1 libsystem_network.dylib 0x00007fff92fc289f nw_path_evaluator_start_helper_connection + 196 2 libdispatch.dylib 0x00007fff980fa93d _dispatch_call_block_and_release + 12 3 libdispatch.dylib 0x00007fff980ef40b _dispatch_client_callout + 8 4 libdispatch.dylib 0x00007fff980f403b _dispatch_queue_drain + 754 5 libdispatch.dylib 0x00007fff980fa707 _dispatch_queue_invoke + 549 6 libdispatch.dylib 0x00007fff980f2d53 _dispatch_root_queue_drain + 538 7 libdispatch.dylib 0x00007fff980f2b00 _dispatch_worker_thread3 + 91 8 libsystem_pthread.dylib 0x00007fff8ebc44de _pthread_wqthread + 1129 9 libsystem_pthread.dylib 0x00007fff8ebc2341 start_wqthread + 13",1
1e58c8bd,"CoreAnimation: warning, deleted thread with uncommitted CATransaction; set CA_DEBUG_TRANSACTIONS=1 in environment to log backtraces.",1
f5fd6e23,-[SOAPParser:0x7fca6040cb50 parser:didStartElement:namespaceURI:qualifiedName:attributes:] Type not found in EWSItemType for ExchangePersonIdGuid (t:ExchangePersonIdGuid),1
ba906566,18:50:46.109 : BTLE scanner Powered On,1
ac15bc79,"NSURLSession/NSURLConnection HTTP load failed (kCFStreamErrorDomainSSL, -9806)",1
c987afc7,"[QL] No sandbox token for request <QLThumbnailRequest vmware-usbarb-25037.log>, it will probably fail",1
d2bbe981,"schedule invalidation <DYTransport 0x7f89e8c00520, error: lost transport connection (31)>",1
6e655451,[21:22:43.147] mv_LowLevelCheckIfVideoPlayableUsingDecoder signalled err=-12956 (kFigMediaValidatorError_VideoCodecNotSupported) (video codec 1) at line 1921,1
631e0c1f,<<<< MediaValidator >>>> mv_LookupCodecSupport: Unrecognized codec 1,1
b0a963d4,<<<< MediaValidator >>>> mv_ValidateRFC4281CodecId: Unrecognized codec 1.(null). Failed codec specific check.,1
3e072ac2,CoreAnimation: timed out fence 5fe83,1
5fa000cf,2017/07/07 21:47:20.392 | I | VoipWrapper | DAVEngineImpl.cpp:1400:Close | close video chat. llFriendUIN = 515629905.,1
931a24c3,21:58:33.765 ERROR: 177: timed out after 15.000s (0 0); mMajorChangePending=0,1
52631a49,22:24:31.135 : BTLE scanner Powered On,1
6f6da123,efi pagecount 72,2
4b85e4a3,ARPT: 784486.498066: wlc_dump_aggfifo:,1
65f59131,did discard act 12083 inact 17640 purgeable 20264 spec 28635 cleaned 0,1
cbd2d78d,Host controller terminated,1
e529b8fd,FA||Url||taskID[2019353853] dealloc,1
6f3224f8,[BluetoothHIDDeviceController]ERROR: Could not find the disconnected object,2
35c99e3d,vm_compressor_fastwake_warmup completed - took 12461 msecs,1
9b8363ee,"Unable to simultaneously satisfy constraints: ( ""<NSAutoresizingMaskLayoutConstraint:0x7f9d574e5370 h=-&- v=-&- V:[NSScrollView:0x7f9d64abe480]-(11)-| (Names: '|':NSView:0x7f9d6a9cc340 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(45)-[NSScrollView:0x7f9d64abe480] (Names: '|':NSView:0x7f9d6a9cc340 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d6aa2cf10 h=-&- v=--& V:[NSView:0x7f9d53160e30(0)]>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d75652870 h=-&- v=-&- V:|-(0)-[NSView:0x7f9d6a9cc340] (Names: '|':NSView:0x7f9d53160e30 )>"", ""<NSAutoresizingMaskLayoutConstraint:0x7f9d77ef8f50 h=-&- v=-&- V:[NSView:0x7f9d6a9cc340]-(0)-| (Names: '|':NSView:0x7f9d53160e30 )>"" ) Will attempt to recover by breaking constraint <NSAutoresizingMaskLayoutConstraint:0x7f9d7561a270 h=-&- v=-&- V:|-(45)-[NSScrollView:0x7f9d64abe480] (Names: '|':NSView:0x7f9d6a9cc340 )> Set the NSUserDefault NSConstraintBasedLayoutVisualizeMutuallyExclusiveConstraints to YES to have -[NSWindow visualizeConstraints:] automatically called when this happens. And/or, break on objc_exception_throw to catch this in the debugger.",1
91953c70,2017-07-08 06:26:32.364 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneDelegate) updateEngineFinishedWithErrors:] Keystone finished: errors=0,1
5ef39c91,2017-07-08 06:26:32.365 GoogleSoftwareUpdateAgent[39159/0x7000002a0000] [lvl=2] -[KSAgentApp(KeystoneThread) runKeystonesInThreadWithArg:] About to run checks for any other apps.,1
83fee496,"Arranged view frame: {{0, 0}, {260, 877}}",1
02c49b58,CCProfileMonitor::setStreamEventHandler,1
97de6a1b,Telling CSI to go low power.,1
