LineId,Time,Content,EventId,EventTemplate
1974,22:58:02,"22/11/22 22:58:02 INFO DFSClient: Created token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668524572217, maxDate=1669129372217, sequenceNumber=8484068, masterKeyId=1037 on ha-hdfs:cuhkcluster/n",ae73fdd8,"22<*> <*>:<*>:<*> INFO <*> Created token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*> on ha<*>hdfs:cuhkcluster<*>"
1975,22:58:02,"22/11/22 22:58:02 INFO KMSClientProvider: Getting new token from http://manager.cuhk.com:9292/kms/v1/, renewer:rm/master1.cuhk.com@BIGDATA/n",90fb6e17,22<*> <*>:<*>:<*> INFO <*> Getting new token from http:<*> renewer:rm<*>
1976,22:58:02,"22/11/22 22:58:02 INFO KMSClientProvider: New token received: (Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668524572301, maxDate=1669129372301, sequenceNumber=72023, masterKeyId=648))/n",97ed0447,"22<*> <*>:<*>:<*> INFO <*> New token received: (Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>))<*>"
1977,22:58:02,"22/11/22 22:58:02 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668524572217, maxDate=1669129372217, sequenceNumber=8484068, masterKeyId=1037)/n",6689224c,"22<*> <*>:<*>:<*> INFO <*> Got dt for hdfs:<*> Kind: HDFS_DELEGATION_TOKEN, Service: ha<*>hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)<*>"
1978,22:58:02,"22/11/22 22:58:02 INFO TokenCache: Got dt for hdfs://cuhkcluster; Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668524572301, maxDate=1669129372301, sequenceNumber=72023, masterKeyId=648)/n",f3da8fe8,"22<*> <*>:<*>:<*> INFO <*> Got dt for hdfs:<*> Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)<*>"
1979,22:58:03,22/11/22 22:58:03 INFO JobResourceUploader: Disabling Erasure Coding for path: /user/team7/.staging/job_1668496639954_0636/n,29d1c5e0,22<*> <*>:<*>:<*> INFO <*> Disabling Erasure Coding for path: <*>
1980,22:58:03,22/11/22 22:58:03 INFO FileInputFormat: Total input files to process : 3/n,68430c48,22<*> <*>:<*>:<*> INFO <*> Total input files to process : <*><*>
1981,22:58:03,22/11/22 22:58:03 INFO JobSubmitter: number of splits:3/n,20c96639,22<*> <*>:<*>:<*> INFO <*> number of splits:<*><*>
1982,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.zk-num-retries is deprecated. Instead, use hadoop.zk.num-retries/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1983,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.zk-address is deprecated. Instead, use hadoop.zk.address/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1984,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.zk-timeout-ms is deprecated. Instead, use hadoop.zk.timeout-ms/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1985,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.zk-acl is deprecated. Instead, use hadoop.zk.acl/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1986,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.zk-retry-interval-ms is deprecated. Instead, use hadoop.zk.retry-interval-ms/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1987,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.display.per-user-apps is deprecated. Instead, use yarn.webapp.filter-entity-list-by-user/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1988,22:58:03,"22/11/22 22:58:03 INFO deprecation: yarn.resourcemanager.system-metrics-publisher.enabled is deprecated. Instead, use yarn.system-metrics-publisher.enabled/n",e091720a,"22<*> <*>:<*>:<*> INFO deprecation: <*> is deprecated. Instead, use <*>"
1989,22:58:03,22/11/22 22:58:03 INFO JobSubmitter: Submitting tokens for job: job_1668496639954_0636/n,20413351,22<*> <*>:<*>:<*> INFO <*> Submitting tokens for job: job_<*>_<*><*>
1990,22:58:03,"22/11/22 22:58:03 INFO JobSubmitter: Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha-hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner=team7@BIGDATA, renewer=yarn, realUser=, issueDate=1668524572217, maxDate=1669129372217, sequenceNumber=8484068, masterKeyId=1037), Kind: kms-dt, Service: 10.26.10.201:9292, Ident: (kms-dt owner=team7, renewer=yarn, realUser=, issueDate=1668524572301, maxDate=1669129372301, sequenceNumber=72023, masterKeyId=648)]/n",7da86046,"22<*> <*>:<*>:<*> INFO <*> Executing with tokens: [Kind: HDFS_DELEGATION_TOKEN, Service: ha<*>hdfs:cuhkcluster, Ident: (token for team7: HDFS_DELEGATION_TOKEN owner<*>team7@BIGDATA, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>), Kind: kms<*>dt, Service: <*> Ident: (kms<*>dt owner<*>team7, renewer<*>yarn, realUser<*>, issueDate<*><*>, maxDate<*><*>, sequenceNumber<*><*>, masterKeyId<*><*>)]<*>"
1991,22:58:04,22/11/22 22:58:04 INFO Configuration: found resource resource-types.xml at file:/usr/hdp/3.0.1.0-187/hadoop/conf/resource-types.xml/n,6b2d7d58,22<*> <*>:<*>:<*> INFO <*> found resource resource<*>types.xml at file:<*>
1992,22:58:04,22/11/22 22:58:04 INFO TimelineClientImpl: Timeline service address: manager.cuhk.com:8188/n,88ee3db3,22<*> <*>:<*>:<*> INFO <*> Timeline service address: <*>
1993,22:58:04,22/11/22 22:58:04 INFO YarnClientImpl: Submitted application application_1668496639954_0636/n,5687db9a,22<*> <*>:<*>:<*> INFO <*> Submitted application application_<*>_<*><*>
1994,22:58:04,22/11/22 22:58:04 INFO Job: The url to track the job: http://master1.cuhk.com:8088/proxy/application_1668496639954_0636//n,8b00557e,22<*> <*>:<*>:<*> INFO <*> The url to track the job: http:<*>
1995,22:58:04,22/11/22 22:58:04 INFO Job: Running job: job_1668496639954_0636/n,12416bdf,22<*> <*>:<*>:<*> INFO <*> Running job: job_<*>_<*><*>
1996,22:58:14,22/11/22 22:58:14 INFO Job: Job job_1668496639954_0636 running in uber mode : false/n,cc229564,22<*> <*>:<*>:<*> INFO <*> Job job_<*>_<*> running in uber mode : <*><*>
1997,22:58:14,22/11/22 22:58:14 INFO Job:  map 0% reduce 0%/n,e3e2bb39,22<*> <*>:<*>:<*> INFO <*> map <*>% reduce <*>%<*>
1998,22:58:25,22/11/22 22:58:25 INFO Job:  map 100% reduce 0%/n,e3e2bb39,22<*> <*>:<*>:<*> INFO <*> map <*>% reduce <*>%<*>
1999,22:58:26,22/11/22 22:58:26 INFO Job: Job job_1668496639954_0636 completed successfully/n,9096a907,22<*> <*>:<*>:<*> INFO <*> Job job_<*>_<*> completed successfully<*>
2000,22:58:27,22/11/22 22:58:27 INFO Job: Counters: 32/n	File System Counters/n		FILE: Number of bytes read=0/n		FILE: Number of bytes written=743839/n		FILE: Number of read operations=0/n		FILE: Number of large read operations=0/n		FILE: Number of write operations=0/n		HDFS: Number of bytes read=92386980/n		HDFS: Number of bytes written=91549730/n		HDFS: Number of read operations=24/n		HDFS: Number of large read operations=0/n		HDFS: Number of write operations=6/n	Job Counters /n		Launched map tasks=3/n		Data-local map tasks=3/n		Total time spent by all maps in occupied slots (ms)=78852/n		Total time spent by all reduces in occupied slots (ms)=0/n		Total time spent by all map tasks (ms)=26284/n		Total vcore-milliseconds taken by all map tasks=26284/n		Total megabyte-milliseconds taken by all map tasks=80744448/n	Map-Reduce Framework/n		Map input records=25000/n		Map output records=25000/n		Input split bytes=390/n		Spilled Records=0/n		Failed Shuffles=0/n		Merged Map outputs=0/n		GC time elapsed (ms)=411/n		CPU time spent (ms)=21770/n		Physical memory (bytes) snapshot=1261699072/n		Virtual memory (bytes) snapshot=14088192000/n		Total committed heap usage (bytes)=1393033216/n		Peak Map Physical memory (bytes)=426131456/n		Peak Map Virtual memory (bytes)=4701982720/n	File Input Format Counters /n		Bytes Read=92386590/n	File Output Format Counters /n		Bytes Written=91549730/n,60dc777c,22<*> <*>:<*>:<*> INFO Job: Counters: <*><*> File System Counters<*> FILE: Number of bytes read<*><*><*> FILE: Number of bytes written<*><*><*> FILE: Number of read operations<*><*><*> FILE: Number of large read operations<*><*><*> FILE: Number of write operations<*><*><*> HDFS: Number of bytes read<*><*><*> HDFS: Number of bytes written<*><*><*> HDFS: Number of read operations<*><*><*> HDFS: Number of large read operations<*><*><*> HDFS: Number of write operations<*><*><*> Job Counters <*> Launched map tasks<*><*><*> Data<*>local map tasks<*><*><*> Total time spent by all maps in occupied slots (ms)<*><*><*> Total time spent by all reduces in occupied slots (ms)<*><*><*> Total time spent by all map tasks (ms)<*><*><*> Total vcore<*>milliseconds taken by all map tasks<*><*><*> Total megabyte<*>milliseconds taken by all map tasks<*><*><*> Map<*>Reduce Framework<*> Map input records<*><*><*> Map output records<*><*><*> Input split bytes<*><*><*> Spilled Records<*><*><*> Failed Shuffles<*><*><*> Merged Map outputs<*><*><*> GC time elapsed (ms)<*><*><*> CPU time spent (ms)<*><*><*> Physical memory (bytes) snapshot<*><*><*> Virtual memory (bytes) snapshot<*><*><*> Total committed heap usage (bytes)<*><*><*> Peak Map Physical memory (bytes)<*><*><*> Peak Map Virtual memory (bytes)<*><*><*> File Input Format Counters <*> Bytes Read<*><*><*> File Output Format Counters <*> Bytes Written<*><*><*>
2001,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-13 18:24:13 1813330              150.189              12073                3018                /nHadoopPagerank 2022-11-06 14:42:14 259870065            318.596              815672               203918              /nHadoopTerasort 2022-11-20 17:43:56 12800000             28.329               451833               112958              /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2002,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopTerasort 2022-11-20 17:52:35 12800000             26.837               476953               119238              /nHadoopTerasort 2022-11-15 22:40:17 12800000             28.826               444043               111010              /nHadoopBayes  2022-11-05 21:38:55 92350164             366.256              252146               63036               /nHadoopBayes  2022-11-20 11:32:09 0                    346.539              0                    0                   /nHadoopTerasort 2022-11-20 17:58:42 12800000             28.502               449091               112272              /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2003,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopTerasort 2022-11-05 21:50:41 12800000             28.081               455824               113956              /nHadoopTerasort 2022-11-20 14:46:15 12800000             27.718               461793               115448              /nHadoopTerasort 2022-11-13 16:29:26 12800000             28.760               445062               111265              /nHadoopBayes  2022-11-12 22:30:27 74925678156          209069.091           358377               89594               /nHadoopPagerank 2022-11-20 11:39:13 1814963              164.610              11025                2756                /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2004,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-05 15:55:43 10712                45.624               234                  58                  /nHadoopTerasort 2022-11-05 18:11:51 800000000            44.752               17876296             4469074             /nHadoopBayes  2022-11-19 03:35:12 110928826            526.775              210581               52645               /nHadoopPagerank 2022-11-13 17:37:42 1813330              146.831              12349                3087                /n,e213a881,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2005,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-20 11:48:01 1814963              157.130              11550                2887                /nHadoopTerasort 2022-11-05 16:59:18 12800000             27.546               464677               116169              /nHadoopTerasort 2022-11-20 17:30:16 102400000            31.700               3230283              807570              /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2006,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-20 12:19:09 1813330              150.679              12034                3008                /nHadoopTerasort 2022-11-13 19:47:26 25600000             26.805               955045               238761              /nHadoopPagerank 2022-11-05 17:00:54 10797                51.290               210                  52                  /nHadoopBayes  2022-11-20 13:37:18 0                    396.451              0                    0                   /n,e213a881,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2007,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-21 11:20:56 0                    338.975              0                    0                   /nHadoopPagerank 2022-11-06 17:20:34 259870065            347.214              748443               187110              /nHadoopBayes  2022-11-19 00:30:21 92350164             403.494              228876               57219               /nHadoopPagerank 2022-11-20 12:35:44 1813330              172.980              10482                2620                /nHadoopBayes  2022-11-20 09:48:14 0                    320.952              0                    0                   /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2008,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-19 18:10:36 3743640609           15.201               246275942            61568985            /nHadoopTerasort 2022-11-05 18:00:23 320000000            31.854               10045834             2511458             /nHadoopBayes  2022-11-06 13:51:53 373685276            1046.906             356942               89235               /nHadoopWordcount 2022-11-05 18:05:18 325830789            39.368               8276539              2069134             /n,e213a881,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2009,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopTerasort 2022-11-20 17:56:51 12800000             27.100               472324               118081              /nHadoopBayes  2022-11-19 09:56:21 1871682834           2683.235             697547               174386              /nHadoopPagerank 2022-11-13 16:28:46 10797                51.998               207                  51                  /nHadoopBayes  2022-11-21 11:03:45 92350164             361.004              255814               63953               /n,e213a881,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2010,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopTerasort 2022-11-07 06:14:01 102400000            28.801               3555432              888858              /nHadoopPagerank 2022-11-06 15:51:11 259870065            347.056              748784               187196              /nHadoopTerasort 2022-11-05 15:56:19 12800000             26.856               476616               119154              /nHadoopPagerank 2022-11-13 16:12:48 10797                50.801               212                  53                  /nHadoopBayes  2022-11-21 17:37:40 184799560            585.329              315719               78929               /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2011,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-20 12:00:01 1813330              145.491              12463                3115                /nHadoopBayes  2022-11-20 10:37:28 0                    310.143              0                    0                   /nHadoopBayes  2022-11-18 23:42:39 92350164             376.593              245225               61306               /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2012,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-05 17:31:02 1813330              151.612              11960                2990                /nHadoopTerasort 2022-11-07 00:20:29 102400000            29.853               3430141              857535              /nHadoopBayes  2022-11-19 03:26:13 110928826            574.205              193186               48296               /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2013,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopTerasort 2022-11-08 13:16:34 204800000            30.782               6653238              1663309             /nHadoopTerasort 2022-11-13 17:38:20 25600000             26.825               954333               238583              /nHadoopTerasort 2022-11-20 17:45:08 12800000             28.650               446771               111692              /nHadoopTerasort 2022-11-13 16:29:26 12800000             28.760               445062               111265              /nHadoopTerasort 2022-11-15 22:54:38 12800000             26.926               475376               118844              /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2014,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-20 12:11:01 1813330              151.867              11940                2985                /nHadoopBayes  2022-11-07 09:02:45 1871682834           3094.878             604767               151191              /nHadoopBayes  2022-11-13 17:35:03 110928826            468.609              236719               59179               /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2015,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-19 00:23:25 92350164             373.114              247511               61877               /nHadoopBayes  2022-11-20 11:00:31 0                    309.959              0                    0                   /nHadoopTerasort 2022-11-20 17:58:42 12800000             28.502               449091               112272              /nHadoopBayes  2022-11-21 12:28:51 110843705            740.417              149704               37426               /nHadoopBayes  2022-11-07 07:49:18 1871682834           2057.390             909736               227434              /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2016,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-19 17:40:11 92410458             141.896              651254               162813              /nHadoopPagerank 2022-11-08 13:15:51 19933279609          14530.366            1371836              342959              /nHadoopPagerank 2022-11-20 11:50:56 1814963              162.665              11157                2789                /nHadoopWordcount 2022-11-05 16:57:39 33394                26.610               1254                 313                 /n,e213a881,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2017,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-05 17:26:52 1813330              139.613              12988                3247                /nHadoopPagerank 2022-11-06 13:59:37 259870065            451.467              575612               143903              /nHadoopBayes  2022-11-20 09:54:08 0                    341.669              0                    0                   /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2018,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopTerasort 2022-11-05 21:22:25 12800000             26.317               486377               121594              /nHadoopPagerank 2022-11-10 00:41:10 19933279609          14679.295            1357918              339479              /nHadoopBayes  2022-11-19 19:04:44 3743640609           95.073               39376485             9844121             /nHadoopBayes  2022-11-21 13:43:17 110843705            697.521              158910               39727               /nHadoopPagerank 2022-11-05 17:51:34 1813330              151.576              11963                2990                /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2019,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-19 03:07:39 110928826            516.950              214583               53645               /nHadoopBayes  2022-11-13 16:43:38 92350164             362.308              254894               63723               /nHadoopTerasort 2022-11-05 16:59:18 12800000             27.546               464677               116169              /nHadoopTerasort 2022-11-05 17:52:17 320000000            31.592               10129146             2532286             /nHadoopPagerank 2022-11-05 17:31:02 1813330              151.612              11960                2990                /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2020,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopPagerank 2022-11-09 18:13:30 19933279609          7064.602             2821571              705392              /nHadoopTerasort 2022-11-13 19:35:43 25600000             27.866               918682               229670              /nHadoopTerasort 2022-11-13 19:35:43 25600000             27.866               918682               229670              /nHadoopWordcount 2022-11-05 15:13:42 34017                27.391               1241                 310                 /nHadoopPagerank 2022-11-13 18:12:51 1813330              144.931              12511                3127                /n,98854228,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2021,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-21 11:52:37 110843705            765.251              144846               36211               /nHadoopWordcount 2022-10-11 21:38:49 33884                26.701               1269                 317                 /nHadoopBayes  2022-11-20 13:06:19 0                    348.617              0                    0                   /n,552509e6,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
2022,17:56:01,Type         Date       Time     Input_data_size      Duration(s)          Throughput(bytes/s)  Throughput/node     /nHadoopBayes  2022-11-19 06:19:33 373700496            990.776              377179               94294               /nHadoopBayes  2022-11-21 14:08:10 110843705            698.249              158745               39686               /nHadoopWordcount 2022-11-05 17:16:15 325830789            39.638               8220162              2055040             /nHadoopBayes  2022-11-15 23:11:17 92386590             350.550              263547               65886               /n,e213a881,Type Date Time Input_data_size Duration(s) Throughput(bytes<*> Throughput<*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*> <*> <*>:<*>:<*> <*> <*>.<*> <*> <*> <*>
