LineId,ThreadID,User,Content,EventId,EventTemplate
106,2,main,21/12/25 20:33:58 INFO mapreduce.Job: Counters: 33/n	File System Counters/n		FILE: Number of bytes read=0/n		FILE: Number of bytes written=741919/n		FILE: Number of read operations=0/n		FILE: Number of large read operations=0/n		FILE: Number of write operations=0/n		HDFS: Number of bytes read=248/n		HDFS: Number of bytes written=12800000/n		HDFS: Number of read operations=18/n		HDFS: Number of large read operations=0/n		HDFS: Number of write operations=6/n	Job Counters /n		Launched map tasks=3/n		Other local map tasks=3/n		Total time spent by all maps in occupied slots (ms)=68226/n		Total time spent by all reduces in occupied slots (ms)=0/n		Total time spent by all map tasks (ms)=22742/n		Total vcore-milliseconds taken by all map tasks=22742/n		Total megabyte-milliseconds taken by all map tasks=69863424/n	Map-Reduce Framework/n		Map input records=128000/n		Map output records=128000/n		Input split bytes=248/n		Spilled Records=0/n		Failed Shuffles=0/n		Merged Map outputs=0/n		GC time elapsed (ms)=275/n		CPU time spent (ms)=7390/n		Physical memory (bytes) snapshot=1007579136/n		Virtual memory (bytes) snapshot=14031929344/n		Total committed heap usage (bytes)=1625817088/n		Peak Map Physical memory (bytes)=337891328/n		Peak Map Virtual memory (bytes)=4679204864/n	org.apache.hadoop.examples.job3.Gen$Counters/n		CHECKSUM=274499767025821/n	File Input Format Counters /n		Bytes Read=0/n	File Output Format Counters /n		Bytes Written=12800000/n/n,c733c1e8,21<*> <*>:<*>:<*> INFO mapreduce.Job: Counters: <*><*>	File System Counters<*>		FILE: Number of bytes read<*><*><*>		FILE: Number of bytes written<*><*><*>		FILE: Number of read operations<*><*><*>		FILE: Number of large read operations<*><*><*>		FILE: Number of write operations<*><*><*>		HDFS: Number of bytes read<*><*><*>		HDFS: Number of bytes written<*><*><*>		HDFS: Number of read operations<*><*><*>		HDFS: Number of large read operations<*><*><*>		HDFS: Number of write operations<*><*><*>	Job Counters <*>		Launched map tasks<*><*><*>		Other local map tasks<*><*><*>		Total time spent by all maps in occupied slots (ms)<*><*><*>		Total time spent by all reduces in occupied slots (ms)<*><*><*>		Total time spent by all map tasks (ms)<*><*><*>		Total vcore<*>milliseconds taken by all map tasks<*><*><*>		Total megabyte<*>milliseconds taken by all map tasks<*><*><*>	Map<*>Reduce Framework<*>		Map input records<*><*><*>		Map output records<*><*><*>		Input split bytes<*><*><*>		Spilled Records<*><*><*>		Failed Shuffles<*><*><*>		Merged Map outputs<*><*><*>		GC time elapsed (ms)<*><*><*>		CPU time spent (ms)<*><*><*>		Physical memory (bytes) snapshot<*><*><*>		Virtual memory (bytes) snapshot<*><*><*>		Total committed heap usage (bytes)<*><*><*>		Peak Map Physical memory (bytes)<*><*><*>		Peak Map Virtual memory (bytes)<*><*><*>	<*>		CHECKSUM<*><*><*>	File Input Format Counters <*>		Bytes Read<*><*><*>	File Output Format Counters <*>		Bytes Written<*><*><*>
107,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display version/n,83b77666,[<*> <*>:<*>:<*>.<*>] <*> <*>]: display <*>
108,2,main,"display version/nVersatile Routing Platform Software/nVRP (R) software, Version 9.220 (NE9000-20-LS V800R022C10)/nCopyright (C) 2011-2021 Technologies Co., Ltd./nNE9000-20 uptime is 1 day, 8 hours, 50 minutes/n/nNE9000-20-LS version information:/n---------------------------------------/nBKP version information:/nVMPU Slot Quantity: 4/nLPU Slot Quantity: 40/n---------------------------------------/nVMPU version information:/n/nVMPU (Master) 22: uptime is 0 day, 9 hours, 42 minutes/n Startup Time 2021/08/12 05:14:21/n SDRAM Memory Size :  12299 M bytes/n CFCARD Memory Size : 5125 M bytes/n VMPU CR9D0MPUQ180-VMPU version information:/n PCB  Version : VIRTUALMPU REV A/n/nVMPU (Master) 23: uptime is 0 day, 9 hours, 42 minutes/n Startup Time 2021/08/12 05:14:21/n SDRAM Memory Size :  12299 M bytes/n CFCARD Memory Size : 5125 M bytes/n VMPU CR9D0MPUQ180-VMPU version information:/n PCB  Version : VIRTUALMPU REV C/n---------------------------------------/nLPU version information:/n/nLPU 5: uptime is 1 day, 9 hours, 43 minutes/n  StartupTime 2021/08/12  10:41:55/n  Host processor:/n  SDRAM Memory Size  : 99897 M bytes/n  Flash Memory Size :256 M bytes/n  PCB  Version : VIRTUALMPU REV C /n  EPLD  Version : 103/n  FPGA  Version : 106/n  CHIP  Version : 115/n  CHIP2  Version : 115/n  FPGA  Version : 210/n  FPGA2  Version : 210/n  CHIP  Version : 005/n  CHIP2  Version : 005/n  Software Version: 12/n/nLPU 6: uptime is 1 day, 10 hours, 44 minutes/n  StartupTime 2021/08/12  10:41:55/n  Host processor:/n  SDRAM Memory Size  : 99897 M bytes/n  Flash Memory Size :256 M bytes/n  PCB  Version : VIRTUALMPU REV C /n  EPLD  Version : 103/n  FPGA  Version : 106/n  CHIP  Version : 115/n  CHIP2  Version : 115/n  FPGA  Version : 210/n  FPGA2  Version : 210/n  CHIP  Version : 005/n  CHIP2  Version : 005/n  Software Version: 12/n/nLPU 17: uptime is 1 day, 10 hours, 44 minutes/n  StartupTime 2021/08/12  10:41:55/n  Host processor:/n  SDRAM Memory Size  : 99897 M bytes/n  Flash Memory Size :256 M bytes/n  PCB  Version : VIRTUALMPU REV C /n  EPLD  Version : 103/n  FPGA  Version : 106/n  CHIP  Version : 115/n  CHIP2  Version : 115/n  FPGA  Version : 210/n  FPGA2  Version : 210/n  CHIP  Version : 005/n  CHIP2  Version : 005/n  Software Version: 12/n/n",9fc25d73,"display version<*> Routing Platform Software<*> (R) software, Version <*>.<*> (<*> V800R022C10)<*> (C) <*><*><*> Technologies Co., Ltd.<*> uptime is <*> day, <*> hours, <*> minutes<*> version information:<*> version information:<*> Slot Quantity: <*><*> Slot Quantity: <*><*> version information:<*> (Master) <*>: uptime is <*> day, <*> hours, <*> minutes<*> Startup Time <*><*> <*>:<*>:<*><*> SDRAM Memory Size :  <*> M bytes<*> CFCARD Memory Size : <*> M bytes<*> VMPU CR9D0MPUQ180<*>VMPU version information:<*> PCB  Version : VIRTUALMPU REV A<*> (Master) <*>: uptime is <*> day, <*> hours, <*> minutes<*> Startup Time <*><*> <*>:<*>:<*><*> SDRAM Memory Size :  <*> M bytes<*> CFCARD Memory Size : <*> M bytes<*> VMPU CR9D0MPUQ180<*>VMPU version information:<*> PCB  Version : VIRTUALMPU REV C<*> version information:<*> <*>: uptime is <*> day, <*> hours, <*> minutes<*>  StartupTime <*><*>  <*>:<*>:<*><*>  Host processor:<*>  SDRAM Memory Size  : <*> M bytes<*>  Flash Memory Size :<*> M bytes<*>  PCB  Version : VIRTUALMPU REV C <*>  EPLD  Version : <*><*>  FPGA  Version : <*><*>  CHIP  Version : <*><*>  CHIP2  Version : <*><*>  FPGA  Version : <*><*>  FPGA2  Version : <*><*>  CHIP  Version : <*><*>  CHIP2  Version : <*><*>  Software Version: <*><*> <*>: uptime is <*> day, <*> hours, <*> minutes<*>  StartupTime <*><*>  <*>:<*>:<*><*>  Host processor:<*>  SDRAM Memory Size  : <*> M bytes<*>  Flash Memory Size :<*> M bytes<*>  PCB  Version : VIRTUALMPU REV C <*>  EPLD  Version : <*><*>  FPGA  Version : <*><*>  CHIP  Version : <*><*>  CHIP2  Version : <*><*>  FPGA  Version : <*><*>  FPGA2  Version : <*><*>  CHIP  Version : <*><*>  CHIP2  Version : <*><*>  Software Version: <*><*> <*>: uptime is <*> day, <*> hours, <*> minutes<*>  StartupTime <*><*>  <*>:<*>:<*><*>  Host processor:<*>  SDRAM Memory Size  : <*> M bytes<*>  Flash Memory Size :<*> M bytes<*>  PCB  Version : VIRTUALMPU REV C <*>  EPLD  Version : <*><*>  FPGA  Version : <*><*>  CHIP  Version : <*><*>  CHIP2  Version : <*><*>  FPGA  Version : <*><*>  FPGA2  Version : <*><*>  CHIP  Version : <*><*>  CHIP2  Version : <*><*>  Software Version: <*><*>"
109,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display ip routing-table all-routes/n,48e0327e,[<*> <*>:<*>:<*>.<*>] <*> <*>]: display ip routing<*>table all<*>routes<*>
110,2,main,"display ip routing-table all-routes/nRoute Flags: R-relay, D-download to fib, T-to vpn-instanse, B-black hole route/n--------------------------------------------------------------------------------------/nRouting Table :_public_/n          Destinations: 9          Routes : 9/n/nDestination/Mask    Proto       Pre        Cost            Flags NextHop           Interface/n9.32.0.0/14               Direct      0              0               D 9.32.200.14            GigabitEthernet1/1/1/n9.32.0.0/24               Direct      0              0               D 9.32.200.14            GigabitEthernet1/1/1/n9.32.0.0/34               Direct      0              0               D 9.32.200.14            GigabitEthernet1/1/1/n9.32.0.0/14               Direct      0              0               D 9.32.200.14            InLoopBack1/n9.32.0.0/12               Direct      0              0               D 9.32.200.14            InLoopBack1/n9.32.0.0/13               Direct      0              0               D 9.32.200.14            InLoopBack1/n--------------------------------------------------------------------------------------/nRouting Table :_public_/n/n",6b8cc645,"display ip routing<*>table all<*>routes<*> Flags: R<*>relay, D<*>download to fib, T<*>to vpn<*>instanse, B<*>black hole route<*> Table :_public_<*>          Destinations: <*>          Routes : <*><*>    Proto       Pre        Cost            Flags NextHop           Interface<*>               Direct      <*>              <*>               D <*>            GigabitEthernet1<*>               Direct      <*>              <*>               D <*>            GigabitEthernet1<*>               Direct      <*>              <*>               D <*>            GigabitEthernet1<*>               Direct      <*>              <*>               D <*>            InLoopBack1<*>               Direct      <*>              <*>               D <*>            InLoopBack1<*>               Direct      <*>              <*>               D <*>            InLoopBack1<*> Table :_public_<*>"
111,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display current-configuration/n,83b77666,[<*> <*>:<*>:<*>.<*>] <*> <*>]: display <*>
112,2,main,display current-configuration/n!Software Version V908uu37767/n!Last configuration was updated at 2019-01-11 15:00:13/n!Last configuration was saved at 2019-01-11 15:00:13/n#/nsysname R23/n#/nservice-template template-default0/n#/nservice-template template-default1/n#/nservice-template template-default2/n#/nservice-template template-default3/n#/nservice-template template-default4/n#/nservice-template template-default5/n#/nservice-template template-default6/n#/nservice-template template-default7/n#/nservice-template template-default8/n#/nservice-template template-default9/n#/ndomain default/n#/ndomain 8oed/n#/nundo soc/n#/nbbb/nlocal-user ne8809090 password hohuhu999/nlocal-user ne8809090 service-type/nlocal-user ne8809090 state active/n#/nautherntication-scheme default0/n#/nautherntication-scheme default1/n#/nautherntication-scheme default2/n#/ndomain default0/n#/ndomain default1/n#/ndomain default2/n#/nlicense/nactive port-basic slot 20 card 1 port 1-58/nactive port-evpn slot 20 card 1 port 1-58/nactive port-vxlan slot 20 card 1 port 1-58/nactive port-I3vpn slot 20 card 1 port 1-58/n#/ninterface GigabitEthernet5/0/0/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/1/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/2/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/3/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/4/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/5/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/0/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/1/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/2/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/3/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/4/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/5/nundo shutdown/nundo dcn/n#/ninterface Post5/0/0/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/ninterface Post5/0/1/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/ninterface Post5/0/2/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/nssh user Admin System/nssh user Admin System rsa/nssh user Admin System service/nssh user Is3_System/nssh user Is3_System rsa/nssh user Is3_System service/n#/n/n,c780879e,display current<*>configuration<*> Version V908uu37767<*> configuration was updated at <*> <*>:<*>:<*><*> configuration was saved at <*> <*>:<*>:<*><*> R23<*> template<*>default0<*> template<*>default1<*> template<*>default2<*> template<*>default3<*> template<*>default4<*> template<*>default5<*> template<*>default6<*> template<*>default7<*> template<*>default8<*> template<*>default9<*> default<*> 8oed<*> soc<*> ne8809090 password hohuhu999<*> ne8809090 service<*>type<*> ne8809090 state active<*> default0<*> default1<*> default2<*> default0<*> default1<*> default2<*> port<*>basic slot <*> card <*> port <*><*><*><*> port<*>evpn slot <*> card <*> port <*><*><*><*> port<*>vxlan slot <*> card <*> port <*><*><*><*> port<*>I3vpn slot <*> card <*> port <*><*><*><*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> 25GE5<*> shutdown<*> dcn<*> 25GE5<*> shutdown<*> dcn<*> 25GE5<*> shutdown<*> dcn<*> 25GE5<*> shutdown<*> dcn<*> 25GE5<*> shutdown<*> dcn<*> 25GE5<*> shutdown<*> dcn<*> Post5<*> ppp<*> shutdown<*> dcn<*> Post5<*> ppp<*> shutdown<*> dcn<*> Post5<*> ppp<*> shutdown<*> dcn<*> user Admin System<*> user Admin System rsa<*> user Admin System service<*> user Is3_System<*> user Is3_System rsa<*> user Is3_System service<*>
113,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: system-view immediately/n,2be891e5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: system<*>view immediately<*>
114,2,main,"system-view immediately/nEnter system view, return user view with return command./n/n",a6251419,"system<*>view immediately<*> system view, return user view with return command.<*>"
115,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface con 1/n,0cfd03e9,[<*> <*>:<*>:<*>.<*>] <*> <*>]: user<*>interface <*> <*><*>
116,2,main,user-interface con 1/n/n,38997970,user<*>interface con <*><*>
117,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface con 2/n,0cfd03e9,[<*> <*>:<*>:<*>.<*>] <*> <*>]: user<*>interface <*> <*><*>
118,2,main,user-interface con 2/n/n,38997970,user<*>interface con <*><*>
119,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface aux 2/n,0cfd03e9,[<*> <*>:<*>:<*>.<*>] <*> <*>]: user<*>interface <*> <*><*>
120,2,main,user-interface aux 2/n         ^/nError: command found at '^' position./n/n,dba8c99b,user<*>interface aux <*><*>         ^<*> command found at '^' position.<*>
121,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface vyt 2 20/n,0d4abaab,[<*> <*>:<*>:<*>.<*>] <*> <*>]: user<*>interface vyt <*> <*><*>
122,2,main,user-interface vyt 2 20/n/n,3b6e4b75,user<*>interface vyt <*> <*><*>
123,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: authentication-mode bbb/n,55bb82fa,[<*> <*>:<*>:<*>.<*>] <*> <*>]: authentication<*>mode <*>
124,2,main,authentication-mode bbb/n/n,bb21a1bd,authentication<*>mode bbb<*>
125,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user privilege level 4/n,bb086502,[<*> <*>:<*>:<*>.<*>] <*> <*>]: user privilege level <*><*>
126,2,main,user privilege level 4/n/n,acc126b6,user privilege level <*><*>
127,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: idle-timeout 1  1/n,bc55004b,[<*> <*>:<*>:<*>.<*>] <*> <*>]: idle<*>timeout <*>  <*><*>
128,2,main,idle-timeout 1  1/nWarning: idle-timeout is configured as 1/n/n,1d72af8b,idle<*>timeout <*>  <*><*> idle<*>timeout is configured as <*><*>
129,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: screen-length 4/n,1d58739d,[<*> <*>:<*>:<*>.<*>] <*> <*>]: screen<*>length <*><*>
130,2,main,screen-length 4/n/n,2e4a861c,screen<*>length <*><*>
131,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: W/n,b95076f5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: <*>
132,2,main,W/n/n,cd993385,W<*>
133,2,main,[2019-01-11 15:00:13.135] {DTA}[8.36.200.27 26]: W/n,b95076f5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: <*>
134,2,main,W/n/n,cd993385,W<*>
135,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: return/n,b95076f5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: <*>
136,2,main,return/n/n,a22f0194,return<*>
137,2,main,[2019-03-11 15:00:13.134] {DTA}[8.36.200.27 26]: system-view immediately/n,2be891e5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: system<*>view immediately<*>
138,2,main,"system-view immediately/nEnter system view, return user view with return command./n/n",a6251419,"system<*>view immediately<*> system view, return user view with return command.<*>"
139,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: system-view immediately/n,2be891e5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: system<*>view immediately<*>
140,2,main,"system-view immediately/nEnter system view, return user view with return command./n",a6251419,"system<*>view immediately<*> system view, return user view with return command.<*>"
141,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: delete rui user all/n,a7f82767,[<*> <*>:<*>:<*>.<*>] <*> <*>]: delete rui user all<*>
142,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,41acae3c,delete rui user all<*>   ^<*> command found at '^' position<*>
143,2,main,[2019-03-11 15:00:13.189] {DTA}[8.36.200.27 26]: quit/n,b95076f5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: <*>
144,2,main,quit/n/n,d7c9d7a0,quit<*>
145,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo netconf/n,383eb683,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo netconf<*>
146,2,main,undo netconf/n   ^/nError: command found at '^' position/n/n,81644a2d,undo netconf<*>   ^<*> command found at '^' position<*>
147,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo pki domain default/n,8734aac1,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo pki domain default<*>
148,2,main,undo pki domain default/nError: Illegal to delete PKI undo netconf/n/n,329354f7,undo pki domain default<*> Illegal to delete PKI undo netconf<*>
149,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client/n,838a74f4,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh client<*>
150,2,main,undo ssh client/n   ^/nError: Too many parameters found at '^' position/n/n,00dd9b81,undo ssh client<*>   ^<*> Too many parameters found at '^' position<*>
151,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client key-exchange/n,1ba1d08a,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh client <*>
152,2,main,undo ssh client key-exchange/n   ^/nError: Too many parameters found at '^' position/n/n,76f4ebb3,undo ssh client <*> ^<*> Too many parameters found at '^' position<*>
153,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client hmac/n,1ba1d08a,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh client <*>
154,2,main,undo ssh client hmac/n   ^/nError: Too many parameters found at '^' position/n/n,76f4ebb3,undo ssh client <*> ^<*> Too many parameters found at '^' position<*>
155,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client hmac sha2/n,ccf21072,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh client hmac <*>
156,2,main,undo ssh client hmac sha2/n   ^/nError: Too many parameters found at '^' position/n/n,a0a33053,undo ssh client hmac <*> ^<*> Too many parameters found at '^' position<*>
157,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client hmac sha2_126/n,ccf21072,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh client hmac <*>
158,2,main,undo ssh client hmac sha2_126/n   ^/nError: Too many parameters found at '^' position/n/n,a0a33053,undo ssh client hmac <*> ^<*> Too many parameters found at '^' position<*>
159,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh user system/n,951de3dd,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh user system<*>
160,2,main,undo ssh user system/nError: The configue is invalid/n/n,290f348d,undo ssh user system<*> The configue is invalid<*>
161,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh user Admin system/n,b17f8b2e,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ssh user Admin system<*>
162,2,main,undo ssh user Admin system/nError: The configue is invalid/n/n,92d08aab,undo ssh user Admin system<*> The configue is invalid<*>
163,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ip vpn-instance/n,f8c6d8b5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ip vpn<*>instance<*>
164,2,main,undo ip vpn-instance/nError: Deleting the vpn-instance is not allowed./n/n,a7f9b54b,undo ip vpn<*>instance<*> Deleting the vpn<*>instance is not allowed.<*>
165,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ntp-service server/n,398ea757,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo ntp<*>service server<*>
166,2,main,undo ntp-service server/n   ^/nError: Wrong parameter found at '^' position/n/n,804c4eea,undo ntp<*>service server<*>   ^<*> Wrong parameter found at '^' position<*>
167,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo service-template default 5/n,9200bee2,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo service<*>template default <*><*>
168,2,main,undo service-template default 5/nError: System defined service-template default 5 can not be deleted by user./n/n,dab4d27a,undo service<*>template default <*><*> System defined service<*>template default <*> can not be deleted by user.<*>
169,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo service-template default 6/n,9200bee2,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo service<*>template default <*><*>
170,2,main,undo service-template default 6/nError: System defined service-template default 6 can not be deleted by user./n/n,dab4d27a,undo service<*>template default <*><*> System defined service<*>template default <*> can not be deleted by user.<*>
171,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo service-template default 7/n,9200bee2,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo service<*>template default <*><*>
172,2,main,undo service-template default 7/nError: System defined service-template default 7 can not be deleted by user./n/n,dab4d27a,undo service<*>template default <*><*> System defined service<*>template default <*> can not be deleted by user.<*>
173,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo set neid 78987/n,73148c8e,[<*> <*>:<*>:<*>.<*>] <*> <*>]: undo set neid <*><*>
174,2,main,undo set neid 78987/n   ^/nError: Unrecognized command found at '^' position/n/n,bcbf21bd,undo set neid <*><*>   ^<*> Unrecognized command found at '^' position<*>
175,2,main,[2019-03-11 15:00:13.169] {DTA}[8.36.200.27 26]: display current-configuration/n,83b77666,[<*> <*>:<*>:<*>.<*>] <*> <*>]: display <*>
176,2,main,display current-configuration/n! Last configuration was updated at 2019-05-11 15:00:13/n! Last configuration was saved at 2019-05-11 15:00:13/n#/nsysname T78/n#/nset neid 789/n#/nservice-template template-default 5/n#/nservice-template template-default 6/n#/nservice-template template-default 7/n#/nservice-template template-default 8/n#/nservice-template template-default 9/n#license/nactive port-basic slot 29 card 11-48/nactive port-evpn slot 29 card 11-48/nactive port-vxlan slot 29 card 11-48/nactive port-srv slot 29 card 11-48/n#/ninterface GigabitEthernet5/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/46/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/47/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/48/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/49/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet7/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet8/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/33/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/46/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/35/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/12/nundo shutdown/nundo dcn/n#/ninterface 29GE6/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE7/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE8/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE9/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE15/0/45/nundo shutdown/nundo dcn/n#/ninterface Post15/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post16/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post17/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post18/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post19/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post25/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n/n,09b16c8c,display current<*>configuration<*> Last configuration was updated at <*> <*>:<*>:<*><*> Last configuration was saved at <*> <*>:<*>:<*><*> T78<*> neid <*><*> template<*>default <*><*> template<*>default <*><*> template<*>default <*><*> template<*>default <*><*> template<*>default <*><*> port<*>basic slot <*> card <*><*><*><*> port<*>evpn slot <*> card <*><*><*><*> port<*>vxlan slot <*> card <*><*><*><*> port<*>srv slot <*> card <*><*><*><*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet5<*> shutdown<*> dcn<*> GigabitEthernet6<*> shutdown<*> dcn<*> GigabitEthernet7<*> shutdown<*> dcn<*> GigabitEthernet8<*> shutdown<*> dcn<*> GigabitEthernet9<*> shutdown<*> dcn<*> 29GE5<*> shutdown<*> dcn<*> 29GE5<*> shutdown<*> dcn<*> 29GE5<*> shutdown<*> dcn<*> 29GE5<*> shutdown<*> dcn<*> 29GE5<*> shutdown<*> dcn<*> 29GE6<*> shutdown<*> dcn<*> 29GE7<*> shutdown<*> dcn<*> 29GE8<*> shutdown<*> dcn<*> 29GE9<*> shutdown<*> dcn<*> 29GE15<*> shutdown<*> dcn<*> Post15<*> KKK<*> shutdown<*> dcn<*> Post16<*> KKK<*> shutdown<*> dcn<*> Post17<*> KKK<*> shutdown<*> dcn<*> Post18<*> KKK<*> shutdown<*> dcn<*> Post19<*> KKK<*> shutdown<*> dcn<*> Post25<*> KKK<*> shutdown<*> dcn<*>
177,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 27]: delete rui user all/n,a7f82767,[<*> <*>:<*>:<*>.<*>] <*> <*>]: delete rui user all<*>
178,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,41acae3c,delete rui user all<*>   ^<*> command found at '^' position<*>
179,2,main,[2019-03-11 15:00:13.160] {DTA}[8.36.200.27 27]: quit/n,b95076f5,[<*> <*>:<*>:<*>.<*>] <*> <*>]: <*>
180,2,main,quit/n/n,d7c9d7a0,quit<*>
181,2,main,[2019-03-11 15:00:13.162] {DTA}[8.36.200.27 27]: delete rui user all/n,a7f82767,[<*> <*>:<*>:<*>.<*>] <*> <*>]: delete rui user all<*>
