LineId,ThreadID,User,Content,EventId,EventTemplate,ParameterList
110,2,main,"display ip routing-table all-routes/nRoute Flags: R-relay, D-download to fib, T-to vpn-instanse, B-black hole route/n--------------------------------------------------------------------------------------/nRouting Table :_public_/n          Destinations: 9          Routes : 9/n/nDestination/Mask    Proto       Pre        Cost            Flags NextHop           Interface/n9.32.0.0/14               Direct      0              0               D 9.32.200.14            GigabitEthernet1/1/1/n9.32.0.0/24               Direct      0              0               D 9.32.200.14            GigabitEthernet1/1/1/n9.32.0.0/34               Direct      0              0               D 9.32.200.14            GigabitEthernet1/1/1/n9.32.0.0/14               Direct      0              0               D 9.32.200.14            InLoopBack1/n9.32.0.0/12               Direct      0              0               D 9.32.200.14            InLoopBack1/n9.32.0.0/13               Direct      0              0               D 9.32.200.14            InLoopBack1/n--------------------------------------------------------------------------------------/nRouting Table :_public_/n/n",475d5703,display ip routingtable allroutes Flags Rrelay Ddownload to fib Tto vpninstanse Bblack hole route Table _public_ Destinations Routes Proto Pre Cost Flags NextHop Interface Direct D GigabitEthernet1 Direct D GigabitEthernet1 Direct D GigabitEthernet1 Direct D InLoopBack1 Direct D InLoopBack1 Direct D InLoopBack1 Table _public_,[]
111,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: display current-configuration/n,0015a174,[ .] ] <*> <*>,[]
112,2,main,display current-configuration/n!Software Version V908uu37767/n!Last configuration was updated at 2019-01-11 15:00:13/n!Last configuration was saved at 2019-01-11 15:00:13/n#/nsysname R23/n#/nservice-template template-default0/n#/nservice-template template-default1/n#/nservice-template template-default2/n#/nservice-template template-default3/n#/nservice-template template-default4/n#/nservice-template template-default5/n#/nservice-template template-default6/n#/nservice-template template-default7/n#/nservice-template template-default8/n#/nservice-template template-default9/n#/ndomain default/n#/ndomain 8oed/n#/nundo soc/n#/nbbb/nlocal-user ne8809090 password hohuhu999/nlocal-user ne8809090 service-type/nlocal-user ne8809090 state active/n#/nautherntication-scheme default0/n#/nautherntication-scheme default1/n#/nautherntication-scheme default2/n#/ndomain default0/n#/ndomain default1/n#/ndomain default2/n#/nlicense/nactive port-basic slot 20 card 1 port 1-58/nactive port-evpn slot 20 card 1 port 1-58/nactive port-vxlan slot 20 card 1 port 1-58/nactive port-I3vpn slot 20 card 1 port 1-58/n#/ninterface GigabitEthernet5/0/0/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/1/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/2/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/3/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/4/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/5/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/0/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/1/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/2/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/3/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/4/nundo shutdown/nundo dcn/n#/ninterface 25GE5/0/5/nundo shutdown/nundo dcn/n#/ninterface Post5/0/0/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/ninterface Post5/0/1/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/ninterface Post5/0/2/nlink-protocol ppp/nundo shutdown/nundo dcn/n#/nssh user Admin System/nssh user Admin System rsa/nssh user Admin System service/nssh user Is3_System/nssh user Is3_System rsa/nssh user Is3_System service/n#/n/n,6c485c50,display currentconfiguration Version <*> configuration was updated at configuration was saved at <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> <*> default 8oed soc <*> password <*> <*> servicetype <*> state active <*> <*> <*> <*> <*> <*> portbasic slot card port portevpn slot card port portvxlan slot card port portI3vpn slot card port <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn 25GE5 shutdown dcn Post5 ppp shutdown dcn Post5 ppp shutdown dcn Post5 ppp shutdown dcn user Admin System user Admin System rsa user Admin System service user Is3_System user Is3_System rsa user Is3_System service,[]
113,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: system-view immediately/n,0015a174,[ .] ] <*> <*>,[]
114,2,main,"system-view immediately/nEnter system view, return user view with return command./n/n",4a53cbe7,systemview immediately system view return user view with return command.,[]
115,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface con 1/n,0015a174,[ .] ] <*> <*>,[]
116,2,main,user-interface con 1/n/n,d05b9e60,userinterface con,[]
117,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface con 2/n,0015a174,[ .] ] <*> <*>,[]
118,2,main,user-interface con 2/n/n,d05b9e60,userinterface con,[]
119,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface aux 2/n,0015a174,[ .] ] <*> <*>,[]
120,2,main,user-interface aux 2/n         ^/nError: command found at '^' position./n/n,232f0f35,userinterface aux ^ command found at '^' position.,[]
121,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user-interface vyt 2 20/n,0015a174,[ .] ] <*> <*>,[]
122,2,main,user-interface vyt 2 20/n/n,da1eeba9,userinterface vyt,[]
123,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: authentication-mode bbb/n,0015a174,[ .] ] <*> <*>,[]
124,2,main,authentication-mode bbb/n/n,d0e84f2a,authenticationmode <*>,[]
125,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: user privilege level 4/n,9b1cf499,[ .] ] user privilege level,[]
126,2,main,user privilege level 4/n/n,5c24a592,user privilege level,[]
127,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: idle-timeout 1  1/n,e4ed21c7,[ .] ] <*>,[]
128,2,main,idle-timeout 1  1/nWarning: idle-timeout is configured as 1/n/n,5fdcfc21,idletimeout idletimeout is configured as,[]
129,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: screen-length 4/n,e4ed21c7,[ .] ] <*>,[]
130,2,main,screen-length 4/n/n,249217bc,screenlength,[]
131,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: W/n,e4ed21c7,[ .] ] <*>,[]
132,2,main,W/n/n,61e9c06e,W,[]
133,2,main,[2019-01-11 15:00:13.135] {DTA}[8.36.200.27 26]: W/n,e4ed21c7,[ .] ] <*>,[]
134,2,main,W/n/n,61e9c06e,W,[]
135,2,main,[2019-01-11 15:00:13.134] {DTA}[8.36.200.27 26]: return/n,e4ed21c7,[ .] ] <*>,[]
136,2,main,return/n/n,e70c4df1,return,[]
137,2,main,[2019-03-11 15:00:13.134] {DTA}[8.36.200.27 26]: system-view immediately/n,0015a174,[ .] ] <*> <*>,[]
138,2,main,"system-view immediately/nEnter system view, return user view with return command./n/n",4a53cbe7,systemview immediately system view return user view with return command.,[]
139,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: system-view immediately/n,0015a174,[ .] ] <*> <*>,[]
140,2,main,"system-view immediately/nEnter system view, return user view with return command./n",4a53cbe7,systemview immediately system view return user view with return command.,[]
141,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
142,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,ff83688c,delete rui user all ^ command found at '^' position,[]
143,2,main,[2019-03-11 15:00:13.189] {DTA}[8.36.200.27 26]: quit/n,e4ed21c7,[ .] ] <*>,[]
144,2,main,quit/n/n,dbd73c2b,quit,[]
145,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo netconf/n,0015a174,[ .] ] <*> <*>,[]
146,2,main,undo netconf/n   ^/nError: command found at '^' position/n/n,97e0cd18,undo netconf ^ command found at '^' position,[]
147,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo pki domain default/n,29fe8eaa,[ .] ] undo pki domain default,[]
148,2,main,undo pki domain default/nError: Illegal to delete PKI undo netconf/n/n,3c1b7e9e,undo pki domain default Illegal to delete PKI undo netconf,[]
149,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client/n,8ec20a70,[ .] ] undo <*> <*>,[]
150,2,main,undo ssh client/n   ^/nError: Too many parameters found at '^' position/n/n,6a346ae0,undo ssh client ^ Too many parameters found at '^' position,[]
151,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client key-exchange/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
152,2,main,undo ssh client key-exchange/n   ^/nError: Too many parameters found at '^' position/n/n,d01698ef,undo ssh client <*> ^ Too many parameters found at '^' position,[]
153,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client hmac/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
154,2,main,undo ssh client hmac/n   ^/nError: Too many parameters found at '^' position/n/n,d01698ef,undo ssh client <*> ^ Too many parameters found at '^' position,[]
155,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client hmac sha2/n,75b1c227,[ .] ] undo ssh <*> <*> <*>,[]
156,2,main,undo ssh client hmac sha2/n   ^/nError: Too many parameters found at '^' position/n/n,da9c4aee,undo ssh client hmac <*> ^ Too many parameters found at '^' position,[]
157,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh client hmac sha2_126/n,75b1c227,[ .] ] undo ssh <*> <*> <*>,[]
158,2,main,undo ssh client hmac sha2_126/n   ^/nError: Too many parameters found at '^' position/n/n,da9c4aee,undo ssh client hmac <*> ^ Too many parameters found at '^' position,[]
159,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh user system/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
160,2,main,undo ssh user system/nError: The configue is invalid/n/n,2d7cca10,undo ssh user system The configue is invalid,[]
161,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ssh user Admin system/n,75b1c227,[ .] ] undo ssh <*> <*> <*>,[]
162,2,main,undo ssh user Admin system/nError: The configue is invalid/n/n,978909a9,undo ssh user Admin system The configue is invalid,[]
163,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ip vpn-instance/n,8ec20a70,[ .] ] undo <*> <*>,[]
164,2,main,undo ip vpn-instance/nError: Deleting the vpn-instance is not allowed./n/n,4c6c9125,undo ip vpninstance Deleting the vpninstance is not allowed.,[]
165,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo ntp-service server/n,8ec20a70,[ .] ] undo <*> <*>,[]
166,2,main,undo ntp-service server/n   ^/nError: Wrong parameter found at '^' position/n/n,ed06d0d7,undo <*> <*> ^ <*> <*> found at '^' position,[]
167,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo service-template default 5/n,8ec20a70,[ .] ] undo <*> <*>,[]
168,2,main,undo service-template default 5/nError: System defined service-template default 5 can not be deleted by user./n/n,6b1376e2,undo servicetemplate default System defined servicetemplate default can not be deleted by user.,[]
169,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo service-template default 6/n,8ec20a70,[ .] ] undo <*> <*>,[]
170,2,main,undo service-template default 6/nError: System defined service-template default 6 can not be deleted by user./n/n,6b1376e2,undo servicetemplate default System defined servicetemplate default can not be deleted by user.,[]
171,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo service-template default 7/n,8ec20a70,[ .] ] undo <*> <*>,[]
172,2,main,undo service-template default 7/nError: System defined service-template default 7 can not be deleted by user./n/n,6b1376e2,undo servicetemplate default System defined servicetemplate default can not be deleted by user.,[]
173,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 26]: undo set neid 78987/n,8ec20a70,[ .] ] undo <*> <*>,[]
174,2,main,undo set neid 78987/n   ^/nError: Unrecognized command found at '^' position/n/n,ed06d0d7,undo <*> <*> ^ <*> <*> found at '^' position,[]
175,2,main,[2019-03-11 15:00:13.169] {DTA}[8.36.200.27 26]: display current-configuration/n,0015a174,[ .] ] <*> <*>,[]
176,2,main,display current-configuration/n! Last configuration was updated at 2019-05-11 15:00:13/n! Last configuration was saved at 2019-05-11 15:00:13/n#/nsysname T78/n#/nset neid 789/n#/nservice-template template-default 5/n#/nservice-template template-default 6/n#/nservice-template template-default 7/n#/nservice-template template-default 8/n#/nservice-template template-default 9/n#license/nactive port-basic slot 29 card 11-48/nactive port-evpn slot 29 card 11-48/nactive port-vxlan slot 29 card 11-48/nactive port-srv slot 29 card 11-48/n#/ninterface GigabitEthernet5/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/46/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/47/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/48/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet5/0/49/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet6/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet7/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet8/0/45/nundo shutdown/nundo dcn/n#/ninterface GigabitEthernet9/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/33/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/46/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/35/nundo shutdown/nundo dcn/n#/ninterface 29GE5/0/12/nundo shutdown/nundo dcn/n#/ninterface 29GE6/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE7/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE8/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE9/0/45/nundo shutdown/nundo dcn/n#/ninterface 29GE15/0/45/nundo shutdown/nundo dcn/n#/ninterface Post15/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post16/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post17/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post18/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post19/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n#/ninterface Post25/0/45/nlink-protocol KKK/nundo shutdown/nundo dcn/n/n,3a177f29,display currentconfiguration Last configuration was updated at Last configuration was saved at <*> neid templatedefault templatedefault templatedefault templatedefault templatedefault portbasic slot card portevpn slot card portvxlan slot card portsrv slot card <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn GigabitEthernet6 shutdown dcn GigabitEthernet7 shutdown dcn GigabitEthernet8 shutdown dcn GigabitEthernet9 shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn <*> shutdown dcn 29GE8 shutdown dcn 29GE9 shutdown dcn 29GE15 shutdown dcn Post15 <*> shutdown dcn Post16 <*> shutdown dcn Post17 <*> shutdown dcn Post18 <*> shutdown dcn Post19 <*> shutdown dcn Post25 <*> shutdown dcn,[]
177,2,main,[2019-03-11 15:00:13.159] {DTA}[8.36.200.27 27]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
178,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,ff83688c,delete rui user all ^ command found at '^' position,[]
179,2,main,[2019-03-11 15:00:13.160] {DTA}[8.36.200.27 27]: quit/n,e4ed21c7,[ .] ] <*>,[]
180,2,main,quit/n/n,dbd73c2b,quit,[]
181,2,main,[2019-03-11 15:00:13.162] {DTA}[8.36.200.27 27]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
182,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,ff83688c,delete rui user all ^ command found at '^' position,[]
183,2,main,[2019-03-11 15:00:13.163] {DTA}[8.36.200.27 27]: delete rui user all/n,4bcb4941,[ .] ] <*> <*> <*> <*>,[]
184,2,main,delete rui user all/n   ^/nError: command found at '^' position/n/n,ff83688c,delete rui user all ^ command found at '^' position,[]
185,2,main,[2019-03-11 15:00:13.160] {DTA}[8.36.200.27 27]: interface Pos 8/4/0/n,0015a174,[ .] ] <*> <*>,[]
186,2,main,interface Pos 8/4/0/n/n,7c8fe369,interface Pos,[]
187,2,main,[2019-03-11 15:00:13.162] {DTA}[8.36.200.27 27]: interface Pos 9/4/0/n,0015a174,[ .] ] <*> <*>,[]
188,2,main,interface Pos 9/4/0/n/n,7c8fe369,interface Pos,[]
189,2,main,[2019-03-11 15:00:13.164] {DTA}[8.36.200.27 27]: interface Pos 6/4/0/n,0015a174,[ .] ] <*> <*>,[]
190,2,main,interface Pos 6/4/0/n /n,7c8fe369,interface Pos,[]
191,2,main,[2019-03-11 15:00:13.164] {DTA}[8.36.200.27 27]: display clock/n,0015a174,[ .] ] <*> <*>,[]
192,2,main,display clock/n                         total        used        free             shared    buff/cache   available/nMem:        8010172      627052     6692888        8624      690232     7066364/nSwap:       8388604           0     8388604/nR222/n,758c2116,display clock total used free shared buff available,[]
193,2,main,Process=/user/local/rvm/rubies/smp/vrp/cfgm/cmd/n,b6ec7abe,Process,[]
194,2,main,Process=/user/local/rvm/rubies/smp/vrp/cfgm/cmd/n,b6ec7abe,Process,[]
195,2,main,Password for team9@BIGDATA: /n,87da0faa,Password for <*>,['team9@BIGDATA: /n']
196,2,main,file_path=======/report/220912.25/report/HQOS.A2005_report/HQOS.A2005_2021-01-01_16-47.irp/n,97fd815a,file_path,[]
197,2,main,mkdir: cannot create directory '/home/user/results/job1': File exists/n/n,41527ab9,mkdir cannot create directory ' File exists,[]
198,2,main,155 bytes of data./n32 bytes from 6.35.100.35: icmp_seq=1 ttl=532 time=1.35 ms/n32 bytes from 6.35.100.35: icmp_seq=1 ttl=555 time=1.36 ms/n32 bytes from 6.35.100.35: icmp_seq=1 ttl=512 time=1.27ms/n32 bytes from 6.35.100.35: icmp_seq=1 ttl=522 time=1.04 ms/n32 bytes from 6.35.100.35: icmp_seq=1 ttl=542 time=1.38 ms/n/n,4abbf4a1,<*> bytes of data. bytes from icmp_seq ttl time. ms bytes from icmp_seq ttl time. ms bytes from icmp_seq ttl time.27ms bytes from icmp_seq ttl time. ms bytes from icmp_seq ttl time. ms,[]
199,2,main,Creating job3 data./n,88d1c7d6,Creating job3 data.,[]
200,2,main,patching args=/user/local/rvm/rubies/smp/vrp/cfgm/cmd/n,02a79fe4,patching args,[]
201,2,main,"Warning: Telnet is not a secure protocol, and it is recommended to use Stelnet./n/nUsername: /n",528ddc28,Warning Telnet is not a secure protocol and it is recommended to use Stelnet.,[]
202,2,main,ne9001590/nPassword: 7hregrw/n,e5d37cd0,ne9001590 7hregrw,[]
203,2,main,"/nInfo: The max number of VTY users is 26, the number of current VTY users online is 7, and total number of terminal users online is 7./n The current login time is 2019-01-11 16:00:13./n/n",e9f55323,The max number of VTY users is the number of current VTY users online is and total number of terminal users online is . The current login time is .,[]
204,2,main,[2019-01-11 15:00:13.234] {DTA}[8.36.200.27 26]: display clock/n,0015a174,[ .] ] <*> <*>,[]
205,2,main,display clock/n2012-05-13 15:00:13/nTuesday/nTime Zone(DefaultZoneName): UTC/n/n,159a9742,display clock Zone(DefaultZoneName) UTC,[]
206,2,main,[2019-01-11 15:00:13.136] {DTA}[8.36.200.27 26]: display version/n,0015a174,[ .] ] <*> <*>,[]
207,2,main,"display version/nVersatile Routing Platform Software/nVRP (R) software, Version 6.220 (NE9000-20-LS V800R022C10)/nCopyright (C) 2011-2021 Technologies Co., Ltd./nNE9000-20 uptime is 11 day, 18 hours, 300 minutes/n/nNE9000-20-LS version information:/n---------------------------------------/nBKP version information:/nVMPU Slot Quantity: 31/nLPU Slot Quantity: 301/n---------------------------------------/nVMPU version information:/n/nVMPU (Master) 22: uptime is 10 day, 19 hours, 421 minutes/n Startup Time 2021/08/12 05:14:21/n SDRAM Memory Size :  12299 M bytes/n CFCARD Memory Size : 5125 M bytes/n VMPU CR9D0MPUQ180-VMPU version information:/n PCB  Version : VIRTUALMPU REV A/n/n",58d915c2,display version Routing Platform Software (R) software Version . ( V800R022C10) (C) Technologies Co. Ltd. uptime is day hours minutes version information version information Slot Quantity Slot Quantity version information (Master) uptime is day hours minutes Startup Time SDRAM Memory Size M bytes CFCARD Memory Size M bytes VMPU CR9D0MPUQ180VMPU version information PCB Version VIRTUALMPU REV A,[]
208,2,main,[2019-01-11 15:00:13.145] {DTA}[8.36.200.27 26]: display device/n,0015a174,[ .] ] <*> <*>,[]
209,2,main,display version/nNE9000-20-LS's Device status:/n-------------------------------------------------------------------/nSlot # Type  Online   Register      Status    Role  Lsld  Primary/n-------------------------------------------------------------------/n15        LPU   Present  Registered  Normal  LC      13       NA/n18        LPU   Present  Registered  Normal  LC      13       NA/n22      LPU   Present  Registered  Normal  LC      13       NA/n43      LPU   Present  Registered  Normal  MMB 13       Master/n-------------------------------------------------------------------/n/n,d74d333e,display <*> Device status # Type Online Register Status Role Lsld Primary LPU Present Registered Normal LC NA LPU Present Registered Normal LC NA LPU Present Registered Normal LC NA LPU Present Registered Normal MMB Master,[]
210,2,main,[2019-01-11 15:00:13.146] {DTA}[8.36.200.27 26]: display license/n,0015a174,[ .] ] <*> <*>,[]
211,2,main,display license/nActive Lisense : cfcard:/LICNE9000_V800R021_20110802BAE85C.xml/nLisense state : Demo/nRevoke ticket : No ticket/nLicense mode : commom/n/nItem name         Item type           Value             Description/n-------------------------------------------------------------------/nLCR959GRAD0Q        --                 401               NetEngine9000 500M Upgrade to 10G Port Enable  RTU (per 500M)/nLCR959GRAD0Q       Resource       401               NetEngine9000 500M Upgrade to 10G Port Enable  RTU (per 500M)/nLCR959GRAS 00        --                  2                  NetEngine9000 Virtual System Function License/nLCR959GRAN00        Fuction         Yes               NetEngine9000 IP Performance Measure Licence (IP FPM)/n/nItem name           (View)Resource License Command-Line/n-------------------------------------------------------------------/nLCR9S9KXL3V1L    (License)active port-I3vpn slot <slot-id> card <card-id> port <port-list>/nLCR9S9KXL231L    (Slot)I3vpn capacity enhance enable/nLCR9S7KXL4V1L    (License)active port-I3vpn slot <slot-id> card <card-id> port <port-list>/nLCR9S8KXL5V1L    (License)active port-I3vpn slot <slot-id> card <card-id> port <port-list>/n/n,210afada,display license Lisense cfcard state Demo ticket No ticket mode commom name Item type Value Description NetEngine9000 500M Upgrade to 10G Port Enable RTU (per 500M) Resource NetEngine9000 500M Upgrade to 10G Port Enable RTU (per 500M) NetEngine9000 Virtual System Function License Fuction Yes NetEngine9000 IP Performance Measure Licence (IP FPM) name (View)Resource License CommandLine (License)active portI3vpn slot <slotid> card <cardid> port <portlist> (Slot)I3vpn capacity enhance enable (License)active portI3vpn slot <slotid> card <cardid> port <portlist> (License)active portI3vpn slot <slotid> card <cardid> port <portlist>,[]
212,2,main,[2019-01-11 15:00:13.166] {DTA}[8.36.200.27 26]: display patch verbose/n,dfca21e4,[ .] ] display <*> <*>,[]
213,2,main,display patch verbose/nInfo: No patch exists./nThe current state is: Idle/nBoard Info:/n----------------------------------------/nSlot-id PatchType Count/n----------------------------------------/n-       -        -/n----------------------------------------/n/n,9ca309f7,display patch verbose No patch exists. current state is Idle Info PatchType Count,[]
214,2,main,[2019-01-11 15:00:13.144] {DTA}[8.36.200.27 26]: display module-information/n,0015a174,[ .] ] <*> <*>,[]
215,2,main,display module-information/n                        Module-information/n-------------------------------------------------------------------/nModule    Version       InstallTime      PackageName/n-------------------------------------------------------------------/nRM         V200R212SPH201       2021-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/nequipment         V200R212SPH014       2021-05-21 09:53:19      V200R212SPH-NE9000_3356_RM_CMS_mir.MOD/nLI        V200R212SPH013       2021-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/npiaobai        V200R212SPH002       2021-05-21 09:53:19      V200R212SPH-NE9000_RM_CMS_mir.MOD/n-------------------------------------------------------------------/n/n,c5433a48,display moduleinformation Moduleinformation Version InstallTime PackageName <*> V200R212SPHNE9000___RM_CMS_mir.MOD <*> V200R212SPHNE9000__RM_CMS_mir.MOD <*> V200R212SPHNE9000___RM_CMS_mir.MOD <*> V200R212SPHNE9000_RM_CMS_mir.MOD,[]
216,2,main,[2019-01-11 15:00:13.154] {DTA}[8.36.200.27 26]: display module-information/n,0015a174,[ .] ] <*> <*>,[]
217,2,main,display module-information/n                        Module-information/n-------------------------------------------------------------------/nModule    Version       InstallTime      PackageName/n-------------------------------------------------------------------/nRM         V200R212SPH201       2011-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/nequipment         V200R212SPH014       2011-05-21 09:53:19      V200R212SPH-NE9000_3356_RM_CMS_mir.MOD/nLI        V200R212SPH013       2011-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/npiaobai        V200R212SPH002       2011-05-21 09:53:19      V200R212SPH-NE9000_RM_CMS_mir.MOD/n-------------------------------------------------------------------/n/n,c5433a48,display moduleinformation Moduleinformation Version InstallTime PackageName <*> V200R212SPHNE9000___RM_CMS_mir.MOD <*> V200R212SPHNE9000__RM_CMS_mir.MOD <*> V200R212SPHNE9000___RM_CMS_mir.MOD <*> V200R212SPHNE9000_RM_CMS_mir.MOD,[]
218,2,main,[2019-01-11 15:00:13.164] {DTA}[8.36.200.27 26]: display module-information/n,0015a174,[ .] ] <*> <*>,[]
219,2,main,display module-information/n                        Module-information/n-------------------------------------------------------------------/nModule    Version       InstallTime      PackageName/n-------------------------------------------------------------------/nequipment         V200R212SPH014       2021-05-21 09:53:19      V200R212SPH-NE9000_3356_RM_CMS_mir.MOD/npiaobai        V200R212SPH002       2021-05-21 09:53:19      V200R212SPH-NE9000_RM_CMS_mir.MOD/n-------------------------------------------------------------------/n/n,ad2c156a,display moduleinformation Moduleinformation Version InstallTime PackageName V200R212SPH014 V200R212SPHNE9000__RM_CMS_mir.MOD V200R212SPH002 V200R212SPHNE9000_RM_CMS_mir.MOD,[]
220,2,main,[2019-01-11 15:00:13.144] {DTA}[8.36.200.27 26]: display module-information/n,0015a174,[ .] ] <*> <*>,[]
221,2,main,display module-information/n                        Module-information/n-------------------------------------------------------------------/nModule    Version       InstallTime      PackageName/n-------------------------------------------------------------------/nRM         V200R212SPH201       2021-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/nLI        V200R212SPH013       2021-05-21 09:53:19      V200R212SPH-NE9000_0521_3356_RM_CMS_mir.MOD/n-------------------------------------------------------------------/n/n,17648043,display moduleinformation Moduleinformation Version InstallTime PackageName V200R212SPH201 V200R212SPHNE9000___RM_CMS_mir.MOD V200R212SPH013 V200R212SPHNE9000___RM_CMS_mir.MOD,[]
222,2,main,[2019-01-11 15:00:13.194] {DTA}[8.36.200.27 26]: display startup/n,0015a174,[ .] ] <*> <*>,[]
